mkomii+NI	makomii
2+mkomii+NI+Con+Pej+2+Pl+4	gimakomiienyishwaan

2+mkomii+NI+Con+Pej+2+Pl+Loc	gimakomiienyishwaang

2+mkomii+NI+Con+Pej+2+Pl+Pl	gimakomiienyishwaaan

2+mkomii+NI+Dim+Pej+1+Pl+4	gimakomiiensishnaanin

2+mkomii+NI+Dim+Pej+1+Pl+Loc	gimakomiiensishnaaning

2+mkomii+NI+Dim+Pej+1+Pl+Pl	gimakomiiensishnaany1an

2+mkomii+NI+Dim+Pej+2+Pl+4	gimakomiiensishwaan

2+mkomii+NI+Dim+Pej+2+Pl+Loc	gimakomiiensishwaang

2+mkomii+NI+Dim+Pej+2+Pl+Pl	gimakomiiensishwaaan

3+mkomii+NI+Con+Pej+2+Pl+4	omakomiienyishwaan

3+mkomii+NI+Con+Pej+2+Pl+Loc	omakomiienyishwaang

3+mkomii+NI+Con+Pej+2+Pl+Pl	omakomiienyishwaaan

3+mkomii+NI+Con+Pej+3+4+4	omakomiienyishniwan

3+mkomii+NI+Con+Pej+3+4+Loc	omakomiienyishniing

3+mkomii+NI+Con+Pej+3+4+Pl	omakomiienyishniwan

3+mkomii+NI+Dim+Pej+2+Pl+4	omakomiiensishwaan

3+mkomii+NI+Dim+Pej+2+Pl+Loc	omakomiiensishwaang

3+mkomii+NI+Dim+Pej+2+Pl+Pl	omakomiiensishwaaan

3+mkomii+NI+Dim+Pej+3+4+4	omakomiiensishniwan

3+mkomii+NI+Dim+Pej+3+4+Loc	omakomiiensishniing

3+mkomii+NI+Dim+Pej+3+4+Pl	omakomiiensishniwan

1+mkomii+NI+Con+Pej+Prt+4	nimakomiienyishibaniin

1+mkomii+NI+Con+Pej+Prt+Loc	nimakomiienyishibaniing

1+mkomii+NI+Con+Pej+Prt+Pl	nimakomiienyishibani1an

1+mkomii+NI+Dim+Pej+Prt+4	nimakomiiensishibaniin

1+mkomii+NI+Dim+Pej+Prt+Loc	nimakomiiensishibaniing

1+mkomii+NI+Dim+Pej+Prt+Pl	nimakomiiensishibani1an

2+mkomii+NI+Con+Pej+Prt+4	gimakomiienyishibaniin

2+mkomii+NI+Con+Pej+Prt+Loc	gimakomiienyishibaniing

2+mkomii+NI+Con+Pej+Prt+Pl	gimakomiienyishibani1an

2+mkomii+NI+Dim+Pej+Prt+4	gimakomiiensishibaniin

2+mkomii+NI+Dim+Pej+Prt+Loc	gimakomiiensishibaniing

2+mkomii+NI+Dim+Pej+Prt+Pl	gimakomiiensishibani1an

3+mkomii+NI+Con+Pej+Prt+4	omakomiienyishibaniin

3+mkomii+NI+Con+Pej+Prt+Loc	omakomiienyishibaniing

3+mkomii+NI+Con+Pej+Prt+Pl	omakomiienyishibani1an

3+mkomii+NI+Dim+Pej+Prt+4	omakomiiensishibaniin

3+mkomii+NI+Dim+Pej+Prt+Loc	omakomiiensishibaniing

3+mkomii+NI+Dim+Pej+Prt+Pl	omakomiiensishibani1an

X+mkomii+NI+Con+Pej+Prt+4	imakomiienyishibaniin

X+mkomii+NI+Con+Pej+Prt+Loc	imakomiienyishibaniing

X+mkomii+NI+Con+Pej+Prt+Pl	imakomiienyishibani1an

X+mkomii+NI+Dim+Pej+Prt+4	imakomiiensishibaniin

X+mkomii+NI+Dim+Pej+Prt+Loc	imakomiiensishibaniing

X+mkomii+NI+Dim+Pej+Prt+Pl	imakomiiensishibani1an

1+mkomii+NI+Con+1+Pl+Prt+4	nimakomiienynaanibaniin

1+mkomii+NI+Con+1+Pl+Prt+Loc	nimakomiienynaanibaniing

1+mkomii+NI+Con+1+Pl+Prt+Pl	nimakomiienynaanibani1an

1+mkomii+NI+Dim+1+Pl+Prt+4	nimakomiiensnaanibaniin

1+mkomii+NI+Dim+1+Pl+Prt+Loc	nimakomiiensnaanibaniing

1+mkomii+NI+Dim+1+Pl+Prt+Pl	nimakomiiensnaanibani1an

2+mkomii+NI+Con+1+Pl+Prt+4	gimakomiienynaanibaniin

2+mkomii+NI+Con+1+Pl+Prt+Loc	gimakomiienynaanibaniing

2+mkomii+NI+Con+1+Pl+Prt+Pl	gimakomiienynaanibani1an

2+mkomii+NI+Con+2+Pl+Prt+4	gimakomiienywaabaniin

2+mkomii+NI+Con+2+Pl+Prt+Loc	gimakomiienywaabaniing

2+mkomii+NI+Con+2+Pl+Prt+Pl	gimakomiienywaabani1an

2+mkomii+NI+Dim+1+Pl+Prt+4	gimakomiiensnaanibaniin

2+mkomii+NI+Dim+1+Pl+Prt+Loc	gimakomiiensnaanibaniing

2+mkomii+NI+Dim+1+Pl+Prt+Pl	gimakomiiensnaanibani1an

2+mkomii+NI+Dim+2+Pl+Prt+4	gimakomiienswaabaniin

2+mkomii+NI+Dim+2+Pl+Prt+Loc	gimakomiienswaabaniing

2+mkomii+NI+Dim+2+Pl+Prt+Pl	gimakomiienswaabani1an

3+mkomii+NI+Con+2+Pl+Prt+4	omakomiienywaabaniin

3+mkomii+NI+Con+2+Pl+Prt+Loc	omakomiienywaabaniing

3+mkomii+NI+Con+2+Pl+Prt+Pl	omakomiienywaabani1an

3+mkomii+NI+Con+3+4+Prt+4	omakomiienyniwibaniin
3+mkomii+NI+Con+3+4+Prt+4	omakomiienyniibaniin

3+mkomii+NI+Con+3+4+Prt+Loc	omakomiienyniwibaniing
3+mkomii+NI+Con+3+4+Prt+Loc	omakomiienyniibaniing

3+mkomii+NI+Con+3+4+Prt+Pl	omakomiienyniwibani1an
3+mkomii+NI+Con+3+4+Prt+Pl	omakomiienyniibani1an

3+mkomii+NI+Dim+2+Pl+Prt+4	omakomiienswaabaniin

3+mkomii+NI+Dim+2+Pl+Prt+Loc	omakomiienswaabaniing

3+mkomii+NI+Dim+2+Pl+Prt+Pl	omakomiienswaabani1an

3+mkomii+NI+Dim+3+4+Prt+4	omakomiiensniwibaniin
3+mkomii+NI+Dim+3+4+Prt+4	omakomiiensniibaniin

3+mkomii+NI+Dim+3+4+Prt+Loc	omakomiiensniwibaniing
3+mkomii+NI+Dim+3+4+Prt+Loc	omakomiiensniibaniing

3+mkomii+NI+Dim+3+4+Prt+Pl	omakomiiensniwibani1an
3+mkomii+NI+Dim+3+4+Prt+Pl	omakomiiensniibani1an

1+mkomii+NI+ThmPos+Pej+1+Pl+Prt	nimakomiimishnaaniban
1+mkomii+NI+ThmPos+Pej+1+Pl+Prt	nimakomiimishnaaniba

1+mkomii+NI+ThmPos+Pej+1+Pl+Voc+Pl	nimakomiimishnaany1dig

2+mkomii+NI+ThmPos+Pej+1+Pl+Prt	gimakomiimishnaaniban
2+mkomii+NI+ThmPos+Pej+1+Pl+Prt	gimakomiimishnaaniba

2+mkomii+NI+ThmPos+Pej+1+Pl+Voc+Pl	gimakomiimishnaany1dig

2+mkomii+NI+ThmPos+Pej+2+Pl+Prt	gimakomiimishwaaban
2+mkomii+NI+ThmPos+Pej+2+Pl+Prt	gimakomiimishwaaba

2+mkomii+NI+ThmPos+Pej+2+Pl+Voc+Pl	gimakomiimishwaadig

3+mkomii+NI+ThmPos+Pej+2+Pl+Prt	omakomiimishwaaban
3+mkomii+NI+ThmPos+Pej+2+Pl+Prt	omakomiimishwaaba

3+mkomii+NI+ThmPos+Pej+2+Pl+Voc+Pl	omakomiimishwaadig

3+mkomii+NI+ThmPos+Pej+3+4+Prt	omakomiimishniwiban
3+mkomii+NI+ThmPos+Pej+3+4+Prt	omakomiimishniwiba
3+mkomii+NI+ThmPos+Pej+3+4+Prt	omakomiimishniiban
3+mkomii+NI+ThmPos+Pej+3+4+Prt	omakomiimishniiba

3+mkomii+NI+ThmPos+Pej+3+4+Voc+Pl	omakomiimishniwdig

1+mkomii+NI+ThmPos+Pej+1+Pl+4	nimakomiimishnaanin

1+mkomii+NI+ThmPos+Pej+1+Pl+Loc	nimakomiimishnaaning

1+mkomii+NI+ThmPos+Pej+1+Pl+Pl	nimakomiimishnaany1an

2+mkomii+NI+ThmPos+Pej+1+Pl+4	gimakomiimishnaanin

2+mkomii+NI+ThmPos+Pej+1+Pl+Loc	gimakomiimishnaaning

2+mkomii+NI+ThmPos+Pej+1+Pl+Pl	gimakomiimishnaany1an

2+mkomii+NI+ThmPos+Pej+2+Pl+4	gimakomiimishwaan

2+mkomii+NI+ThmPos+Pej+2+Pl+Loc	gimakomiimishwaang

2+mkomii+NI+ThmPos+Pej+2+Pl+Pl	gimakomiimishwaaan

3+mkomii+NI+ThmPos+Pej+2+Pl+4	omakomiimishwaan

3+mkomii+NI+ThmPos+Pej+2+Pl+Loc	omakomiimishwaang

3+mkomii+NI+ThmPos+Pej+2+Pl+Pl	omakomiimishwaaan

3+mkomii+NI+ThmPos+Pej+3+4+4	omakomiimishniwan

3+mkomii+NI+ThmPos+Pej+3+4+Loc	omakomiimishniing

3+mkomii+NI+ThmPos+Pej+3+4+Pl	omakomiimishniwan

1+mkomii+NI+ThmPos+Pej+Prt+4	nimakomiimishibaniin

1+mkomii+NI+ThmPos+Pej+Prt+Loc	nimakomiimishibaniing

1+mkomii+NI+ThmPos+Pej+Prt+Pl	nimakomiimishibani1an

2+mkomii+NI+ThmPos+Pej+Prt+4	gimakomiimishibaniin

2+mkomii+NI+ThmPos+Pej+Prt+Loc	gimakomiimishibaniing

2+mkomii+NI+ThmPos+Pej+Prt+Pl	gimakomiimishibani1an

3+mkomii+NI+ThmPos+Pej+Prt+4	omakomiimishibaniin

3+mkomii+NI+ThmPos+Pej+Prt+Loc	omakomiimishibaniing

3+mkomii+NI+ThmPos+Pej+Prt+Pl	omakomiimishibani1an

X+mkomii+NI+ThmPos+Pej+Prt+4	imakomiimishibaniin

X+mkomii+NI+ThmPos+Pej+Prt+Loc	imakomiimishibaniing

X+mkomii+NI+ThmPos+Pej+Prt+Pl	imakomiimishibani1an

1+mkomii+NI+ThmPos+1+Pl+Prt+4	nimakomiimnaanibaniin

1+mkomii+NI+ThmPos+1+Pl+Prt+Loc	nimakomiimnaanibaniing

1+mkomii+NI+ThmPos+1+Pl+Prt+Pl	nimakomiimnaanibani1an

2+mkomii+NI+ThmPos+1+Pl+Prt+4	gimakomiimnaanibaniin

2+mkomii+NI+ThmPos+1+Pl+Prt+Loc	gimakomiimnaanibaniing

2+mkomii+NI+ThmPos+1+Pl+Prt+Pl	gimakomiimnaanibani1an

2+mkomii+NI+ThmPos+2+Pl+Prt+4	gimakomiimwaabaniin

2+mkomii+NI+ThmPos+2+Pl+Prt+Loc	gimakomiimwaabaniing

2+mkomii+NI+ThmPos+2+Pl+Prt+Pl	gimakomiimwaabani1an

3+mkomii+NI+ThmPos+2+Pl+Prt+4	omakomiimwaabaniin

3+mkomii+NI+ThmPos+2+Pl+Prt+Loc	omakomiimwaabaniing

3+mkomii+NI+ThmPos+2+Pl+Prt+Pl	omakomiimwaabani1an

3+mkomii+NI+ThmPos+3+4+Prt+4	omakomiimniwibaniin
3+mkomii+NI+ThmPos+3+4+Prt+4	omakomiimniibaniin

3+mkomii+NI+ThmPos+3+4+Prt+Loc	omakomiimniwibaniing
3+mkomii+NI+ThmPos+3+4+Prt+Loc	omakomiimniibaniing

3+mkomii+NI+ThmPos+3+4+Prt+Pl	omakomiimniwibani1an
3+mkomii+NI+ThmPos+3+4+Prt+Pl	omakomiimniibani1an

1+mkomii+NI+Pej+1+Pl+Prt+4	nimakomiishnaanibaniin

1+mkomii+NI+Pej+1+Pl+Prt+Loc	nimakomiishnaanibaniing

1+mkomii+NI+Pej+1+Pl+Prt+Pl	nimakomiishnaanibani1an

2+mkomii+NI+Pej+1+Pl+Prt+4	gimakomiishnaanibaniin

2+mkomii+NI+Pej+1+Pl+Prt+Loc	gimakomiishnaanibaniing

2+mkomii+NI+Pej+1+Pl+Prt+Pl	gimakomiishnaanibani1an

2+mkomii+NI+Pej+2+Pl+Prt+4	gimakomiishwaabaniin

2+mkomii+NI+Pej+2+Pl+Prt+Loc	gimakomiishwaabaniing

2+mkomii+NI+Pej+2+Pl+Prt+Pl	gimakomiishwaabani1an

3+mkomii+NI+Pej+2+Pl+Prt+4	omakomiishwaabaniin

3+mkomii+NI+Pej+2+Pl+Prt+Loc	omakomiishwaabaniing

3+mkomii+NI+Pej+2+Pl+Prt+Pl	omakomiishwaabani1an

3+mkomii+NI+Pej+3+4+Prt+4	omakomiishniwibaniin
3+mkomii+NI+Pej+3+4+Prt+4	omakomiishniibaniin

3+mkomii+NI+Pej+3+4+Prt+Loc	omakomiishniwibaniing
3+mkomii+NI+Pej+3+4+Prt+Loc	omakomiishniibaniing

3+mkomii+NI+Pej+3+4+Prt+Pl	omakomiishniwibani1an
3+mkomii+NI+Pej+3+4+Prt+Pl	omakomiishniibani1an

1+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt	nimakomiienymishnaaniban
1+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt	nimakomiienymishnaaniba

1+mkomii+NI+Con+ThmPos+Pej+1+Pl+Voc+Pl	nimakomiienymishnaany1dig

1+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt	nimakomiiensmishnaaniban
1+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt	nimakomiiensmishnaaniba

1+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Voc+Pl	nimakomiiensmishnaany1dig

2+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt	gimakomiienymishnaaniban
2+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt	gimakomiienymishnaaniba

2+mkomii+NI+Con+ThmPos+Pej+1+Pl+Voc+Pl	gimakomiienymishnaany1dig

2+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt	gimakomiienymishwaaban
2+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt	gimakomiienymishwaaba

2+mkomii+NI+Con+ThmPos+Pej+2+Pl+Voc+Pl	gimakomiienymishwaadig

2+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt	gimakomiiensmishnaaniban
2+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt	gimakomiiensmishnaaniba

2+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Voc+Pl	gimakomiiensmishnaany1dig

2+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt	gimakomiiensmishwaaban
2+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt	gimakomiiensmishwaaba

2+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Voc+Pl	gimakomiiensmishwaadig

3+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt	omakomiienymishwaaban
3+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt	omakomiienymishwaaba

3+mkomii+NI+Con+ThmPos+Pej+2+Pl+Voc+Pl	omakomiienymishwaadig

3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt	omakomiienymishniwiban
3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt	omakomiienymishniwiba
3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt	omakomiienymishniiban
3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt	omakomiienymishniiba

3+mkomii+NI+Con+ThmPos+Pej+3+4+Voc+Pl	omakomiienymishniwdig

3+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt	omakomiiensmishwaaban
3+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt	omakomiiensmishwaaba

3+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Voc+Pl	omakomiiensmishwaadig

3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt	omakomiiensmishniwiban
3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt	omakomiiensmishniwiba
3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt	omakomiiensmishniiban
3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt	omakomiiensmishniiba

3+mkomii+NI+Dim+ThmPos+Pej+3+4+Voc+Pl	omakomiiensmishniwdig

1+mkomii+NI+Con+ThmPos+Pej+1+Pl+4	nimakomiienymishnaanin

1+mkomii+NI+Con+ThmPos+Pej+1+Pl+Loc	nimakomiienymishnaaning

1+mkomii+NI+Con+ThmPos+Pej+1+Pl+Pl	nimakomiienymishnaany1an

1+mkomii+NI+Dim+ThmPos+Pej+1+Pl+4	nimakomiiensmishnaanin

1+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Loc	nimakomiiensmishnaaning

1+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Pl	nimakomiiensmishnaany1an

2+mkomii+NI+Con+ThmPos+Pej+1+Pl+4	gimakomiienymishnaanin

2+mkomii+NI+Con+ThmPos+Pej+1+Pl+Loc	gimakomiienymishnaaning

2+mkomii+NI+Con+ThmPos+Pej+1+Pl+Pl	gimakomiienymishnaany1an

2+mkomii+NI+Con+ThmPos+Pej+2+Pl+4	gimakomiienymishwaan

2+mkomii+NI+Con+ThmPos+Pej+2+Pl+Loc	gimakomiienymishwaang

2+mkomii+NI+Con+ThmPos+Pej+2+Pl+Pl	gimakomiienymishwaaan

2+mkomii+NI+Dim+ThmPos+Pej+1+Pl+4	gimakomiiensmishnaanin

2+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Loc	gimakomiiensmishnaaning

2+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Pl	gimakomiiensmishnaany1an

2+mkomii+NI+Dim+ThmPos+Pej+2+Pl+4	gimakomiiensmishwaan

2+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Loc	gimakomiiensmishwaang

2+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Pl	gimakomiiensmishwaaan

3+mkomii+NI+Con+ThmPos+Pej+2+Pl+4	omakomiienymishwaan

3+mkomii+NI+Con+ThmPos+Pej+2+Pl+Loc	omakomiienymishwaang

3+mkomii+NI+Con+ThmPos+Pej+2+Pl+Pl	omakomiienymishwaaan

3+mkomii+NI+Con+ThmPos+Pej+3+4+4	omakomiienymishniwan

3+mkomii+NI+Con+ThmPos+Pej+3+4+Loc	omakomiienymishniing

3+mkomii+NI+Con+ThmPos+Pej+3+4+Pl	omakomiienymishniwan

3+mkomii+NI+Dim+ThmPos+Pej+2+Pl+4	omakomiiensmishwaan

3+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Loc	omakomiiensmishwaang

3+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Pl	omakomiiensmishwaaan

3+mkomii+NI+Dim+ThmPos+Pej+3+4+4	omakomiiensmishniwan

3+mkomii+NI+Dim+ThmPos+Pej+3+4+Loc	omakomiiensmishniing

3+mkomii+NI+Dim+ThmPos+Pej+3+4+Pl	omakomiiensmishniwan

1+mkomii+NI+Con+ThmPos+Pej+Prt+4	nimakomiienymishibaniin

1+mkomii+NI+Con+ThmPos+Pej+Prt+Loc	nimakomiienymishibaniing

1+mkomii+NI+Con+ThmPos+Pej+Prt+Pl	nimakomiienymishibani1an

1+mkomii+NI+Dim+ThmPos+Pej+Prt+4	nimakomiiensmishibaniin

1+mkomii+NI+Dim+ThmPos+Pej+Prt+Loc	nimakomiiensmishibaniing

1+mkomii+NI+Dim+ThmPos+Pej+Prt+Pl	nimakomiiensmishibani1an

2+mkomii+NI+Con+ThmPos+Pej+Prt+4	gimakomiienymishibaniin

2+mkomii+NI+Con+ThmPos+Pej+Prt+Loc	gimakomiienymishibaniing

2+mkomii+NI+Con+ThmPos+Pej+Prt+Pl	gimakomiienymishibani1an

2+mkomii+NI+Dim+ThmPos+Pej+Prt+4	gimakomiiensmishibaniin

2+mkomii+NI+Dim+ThmPos+Pej+Prt+Loc	gimakomiiensmishibaniing

2+mkomii+NI+Dim+ThmPos+Pej+Prt+Pl	gimakomiiensmishibani1an

3+mkomii+NI+Con+ThmPos+Pej+Prt+4	omakomiienymishibaniin

3+mkomii+NI+Con+ThmPos+Pej+Prt+Loc	omakomiienymishibaniing

3+mkomii+NI+Con+ThmPos+Pej+Prt+Pl	omakomiienymishibani1an

3+mkomii+NI+Dim+ThmPos+Pej+Prt+4	omakomiiensmishibaniin

3+mkomii+NI+Dim+ThmPos+Pej+Prt+Loc	omakomiiensmishibaniing

3+mkomii+NI+Dim+ThmPos+Pej+Prt+Pl	omakomiiensmishibani1an

X+mkomii+NI+Con+ThmPos+Pej+Prt+4	imakomiienymishibaniin

X+mkomii+NI+Con+ThmPos+Pej+Prt+Loc	imakomiienymishibaniing

X+mkomii+NI+Con+ThmPos+Pej+Prt+Pl	imakomiienymishibani1an

X+mkomii+NI+Dim+ThmPos+Pej+Prt+4	imakomiiensmishibaniin

X+mkomii+NI+Dim+ThmPos+Pej+Prt+Loc	imakomiiensmishibaniing

X+mkomii+NI+Dim+ThmPos+Pej+Prt+Pl	imakomiiensmishibani1an

1+mkomii+NI+Con+ThmPos+1+Pl+Prt+4	nimakomiienymnaanibaniin

1+mkomii+NI+Con+ThmPos+1+Pl+Prt+Loc	nimakomiienymnaanibaniing

1+mkomii+NI+Con+ThmPos+1+Pl+Prt+Pl	nimakomiienymnaanibani1an

1+mkomii+NI+Dim+ThmPos+1+Pl+Prt+4	nimakomiiensmnaanibaniin

1+mkomii+NI+Dim+ThmPos+1+Pl+Prt+Loc	nimakomiiensmnaanibaniing

1+mkomii+NI+Dim+ThmPos+1+Pl+Prt+Pl	nimakomiiensmnaanibani1an

2+mkomii+NI+Con+ThmPos+1+Pl+Prt+4	gimakomiienymnaanibaniin

2+mkomii+NI+Con+ThmPos+1+Pl+Prt+Loc	gimakomiienymnaanibaniing

2+mkomii+NI+Con+ThmPos+1+Pl+Prt+Pl	gimakomiienymnaanibani1an

2+mkomii+NI+Con+ThmPos+2+Pl+Prt+4	gimakomiienymwaabaniin

2+mkomii+NI+Con+ThmPos+2+Pl+Prt+Loc	gimakomiienymwaabaniing

2+mkomii+NI+Con+ThmPos+2+Pl+Prt+Pl	gimakomiienymwaabani1an

2+mkomii+NI+Dim+ThmPos+1+Pl+Prt+4	gimakomiiensmnaanibaniin

2+mkomii+NI+Dim+ThmPos+1+Pl+Prt+Loc	gimakomiiensmnaanibaniing

2+mkomii+NI+Dim+ThmPos+1+Pl+Prt+Pl	gimakomiiensmnaanibani1an

2+mkomii+NI+Dim+ThmPos+2+Pl+Prt+4	gimakomiiensmwaabaniin

2+mkomii+NI+Dim+ThmPos+2+Pl+Prt+Loc	gimakomiiensmwaabaniing

2+mkomii+NI+Dim+ThmPos+2+Pl+Prt+Pl	gimakomiiensmwaabani1an

3+mkomii+NI+Con+ThmPos+2+Pl+Prt+4	omakomiienymwaabaniin

3+mkomii+NI+Con+ThmPos+2+Pl+Prt+Loc	omakomiienymwaabaniing

3+mkomii+NI+Con+ThmPos+2+Pl+Prt+Pl	omakomiienymwaabani1an

3+mkomii+NI+Con+ThmPos+3+4+Prt+4	omakomiienymniwibaniin
3+mkomii+NI+Con+ThmPos+3+4+Prt+4	omakomiienymniibaniin

3+mkomii+NI+Con+ThmPos+3+4+Prt+Loc	omakomiienymniwibaniing
3+mkomii+NI+Con+ThmPos+3+4+Prt+Loc	omakomiienymniibaniing

3+mkomii+NI+Con+ThmPos+3+4+Prt+Pl	omakomiienymniwibani1an
3+mkomii+NI+Con+ThmPos+3+4+Prt+Pl	omakomiienymniibani1an

3+mkomii+NI+Dim+ThmPos+2+Pl+Prt+4	omakomiiensmwaabaniin

3+mkomii+NI+Dim+ThmPos+2+Pl+Prt+Loc	omakomiiensmwaabaniing

3+mkomii+NI+Dim+ThmPos+2+Pl+Prt+Pl	omakomiiensmwaabani1an

3+mkomii+NI+Dim+ThmPos+3+4+Prt+4	omakomiiensmniwibaniin
3+mkomii+NI+Dim+ThmPos+3+4+Prt+4	omakomiiensmniibaniin

3+mkomii+NI+Dim+ThmPos+3+4+Prt+Loc	omakomiiensmniwibaniing
3+mkomii+NI+Dim+ThmPos+3+4+Prt+Loc	omakomiiensmniibaniing

3+mkomii+NI+Dim+ThmPos+3+4+Prt+Pl	omakomiiensmniwibani1an
3+mkomii+NI+Dim+ThmPos+3+4+Prt+Pl	omakomiiensmniibani1an

1+mkomii+NI+Con+Pej+1+Pl+Prt+4	nimakomiienyishnaanibaniin

1+mkomii+NI+Con+Pej+1+Pl+Prt+Loc	nimakomiienyishnaanibaniing

1+mkomii+NI+Con+Pej+1+Pl+Prt+Pl	nimakomiienyishnaanibani1an

1+mkomii+NI+Dim+Pej+1+Pl+Prt+4	nimakomiiensishnaanibaniin

1+mkomii+NI+Dim+Pej+1+Pl+Prt+Loc	nimakomiiensishnaanibaniing

1+mkomii+NI+Dim+Pej+1+Pl+Prt+Pl	nimakomiiensishnaanibani1an

2+mkomii+NI+Con+Pej+1+Pl+Prt+4	gimakomiienyishnaanibaniin

2+mkomii+NI+Con+Pej+1+Pl+Prt+Loc	gimakomiienyishnaanibaniing

2+mkomii+NI+Con+Pej+1+Pl+Prt+Pl	gimakomiienyishnaanibani1an

2+mkomii+NI+Con+Pej+2+Pl+Prt+4	gimakomiienyishwaabaniin

2+mkomii+NI+Con+Pej+2+Pl+Prt+Loc	gimakomiienyishwaabaniing

2+mkomii+NI+Con+Pej+2+Pl+Prt+Pl	gimakomiienyishwaabani1an

2+mkomii+NI+Dim+Pej+1+Pl+Prt+4	gimakomiiensishnaanibaniin

2+mkomii+NI+Dim+Pej+1+Pl+Prt+Loc	gimakomiiensishnaanibaniing

2+mkomii+NI+Dim+Pej+1+Pl+Prt+Pl	gimakomiiensishnaanibani1an

2+mkomii+NI+Dim+Pej+2+Pl+Prt+4	gimakomiiensishwaabaniin

2+mkomii+NI+Dim+Pej+2+Pl+Prt+Loc	gimakomiiensishwaabaniing

2+mkomii+NI+Dim+Pej+2+Pl+Prt+Pl	gimakomiiensishwaabani1an

3+mkomii+NI+Con+Pej+2+Pl+Prt+4	omakomiienyishwaabaniin

3+mkomii+NI+Con+Pej+2+Pl+Prt+Loc	omakomiienyishwaabaniing

3+mkomii+NI+Con+Pej+2+Pl+Prt+Pl	omakomiienyishwaabani1an

3+mkomii+NI+Con+Pej+3+4+Prt+4	omakomiienyishniwibaniin
3+mkomii+NI+Con+Pej+3+4+Prt+4	omakomiienyishniibaniin

3+mkomii+NI+Con+Pej+3+4+Prt+Loc	omakomiienyishniwibaniing
3+mkomii+NI+Con+Pej+3+4+Prt+Loc	omakomiienyishniibaniing

3+mkomii+NI+Con+Pej+3+4+Prt+Pl	omakomiienyishniwibani1an
3+mkomii+NI+Con+Pej+3+4+Prt+Pl	omakomiienyishniibani1an

3+mkomii+NI+Dim+Pej+2+Pl+Prt+4	omakomiiensishwaabaniin

3+mkomii+NI+Dim+Pej+2+Pl+Prt+Loc	omakomiiensishwaabaniing

3+mkomii+NI+Dim+Pej+2+Pl+Prt+Pl	omakomiiensishwaabani1an

3+mkomii+NI+Dim+Pej+3+4+Prt+4	omakomiiensishniwibaniin
3+mkomii+NI+Dim+Pej+3+4+Prt+4	omakomiiensishniibaniin

3+mkomii+NI+Dim+Pej+3+4+Prt+Loc	omakomiiensishniwibaniing
3+mkomii+NI+Dim+Pej+3+4+Prt+Loc	omakomiiensishniibaniing

3+mkomii+NI+Dim+Pej+3+4+Prt+Pl	omakomiiensishniwibani1an
3+mkomii+NI+Dim+Pej+3+4+Prt+Pl	omakomiiensishniibani1an

1+mkomii+NI+ThmPos+Pej+1+Pl+Prt+4	nimakomiimishnaanibaniin

