mkizin+NI	makizin
2+mkizin+NI+Dim+Pej+2+Pl+Loc	gimakizinensishwaang

2+mkizin+NI+Dim+Pej+2+Pl+Pl	gimakizinensishwaaan

3+mkizin+NI+Con+Pej+2+Pl+4	omakizinenyishwaan

3+mkizin+NI+Con+Pej+2+Pl+Loc	omakizinenyishwaang

3+mkizin+NI+Con+Pej+2+Pl+Pl	omakizinenyishwaaan

3+mkizin+NI+Con+Pej+3+4+4	omakizinenyishniwan

3+mkizin+NI+Con+Pej+3+4+Loc	omakizinenyishniing

3+mkizin+NI+Con+Pej+3+4+Pl	omakizinenyishniwan

3+mkizin+NI+Dim+Pej+2+Pl+4	omakizinensishwaan

3+mkizin+NI+Dim+Pej+2+Pl+Loc	omakizinensishwaang

3+mkizin+NI+Dim+Pej+2+Pl+Pl	omakizinensishwaaan

3+mkizin+NI+Dim+Pej+3+4+4	omakizinensishniwan

3+mkizin+NI+Dim+Pej+3+4+Loc	omakizinensishniing

3+mkizin+NI+Dim+Pej+3+4+Pl	omakizinensishniwan

1+mkizin+NI+Con+Pej+Prt+4	nimakizinenyishibaniin

1+mkizin+NI+Con+Pej+Prt+Loc	nimakizinenyishibaniing

1+mkizin+NI+Con+Pej+Prt+Pl	nimakizinenyishibani1an

1+mkizin+NI+Dim+Pej+Prt+4	nimakizinensishibaniin

1+mkizin+NI+Dim+Pej+Prt+Loc	nimakizinensishibaniing

1+mkizin+NI+Dim+Pej+Prt+Pl	nimakizinensishibani1an

2+mkizin+NI+Con+Pej+Prt+4	gimakizinenyishibaniin

2+mkizin+NI+Con+Pej+Prt+Loc	gimakizinenyishibaniing

2+mkizin+NI+Con+Pej+Prt+Pl	gimakizinenyishibani1an

2+mkizin+NI+Dim+Pej+Prt+4	gimakizinensishibaniin

2+mkizin+NI+Dim+Pej+Prt+Loc	gimakizinensishibaniing

2+mkizin+NI+Dim+Pej+Prt+Pl	gimakizinensishibani1an

3+mkizin+NI+Con+Pej+Prt+4	omakizinenyishibaniin

3+mkizin+NI+Con+Pej+Prt+Loc	omakizinenyishibaniing

3+mkizin+NI+Con+Pej+Prt+Pl	omakizinenyishibani1an

3+mkizin+NI+Dim+Pej+Prt+4	omakizinensishibaniin

3+mkizin+NI+Dim+Pej+Prt+Loc	omakizinensishibaniing

3+mkizin+NI+Dim+Pej+Prt+Pl	omakizinensishibani1an

X+mkizin+NI+Con+Pej+Prt+4	imakizinenyishibaniin

X+mkizin+NI+Con+Pej+Prt+Loc	imakizinenyishibaniing

X+mkizin+NI+Con+Pej+Prt+Pl	imakizinenyishibani1an

X+mkizin+NI+Dim+Pej+Prt+4	imakizinensishibaniin

X+mkizin+NI+Dim+Pej+Prt+Loc	imakizinensishibaniing

X+mkizin+NI+Dim+Pej+Prt+Pl	imakizinensishibani1an

1+mkizin+NI+Con+1+Pl+Prt+4	nimakizinenynaanibaniin

1+mkizin+NI+Con+1+Pl+Prt+Loc	nimakizinenynaanibaniing

1+mkizin+NI+Con+1+Pl+Prt+Pl	nimakizinenynaanibani1an

1+mkizin+NI+Dim+1+Pl+Prt+4	nimakizinensnaanibaniin

1+mkizin+NI+Dim+1+Pl+Prt+Loc	nimakizinensnaanibaniing

1+mkizin+NI+Dim+1+Pl+Prt+Pl	nimakizinensnaanibani1an

2+mkizin+NI+Con+1+Pl+Prt+4	gimakizinenynaanibaniin

2+mkizin+NI+Con+1+Pl+Prt+Loc	gimakizinenynaanibaniing

2+mkizin+NI+Con+1+Pl+Prt+Pl	gimakizinenynaanibani1an

2+mkizin+NI+Con+2+Pl+Prt+4	gimakizinenywaabaniin

2+mkizin+NI+Con+2+Pl+Prt+Loc	gimakizinenywaabaniing

2+mkizin+NI+Con+2+Pl+Prt+Pl	gimakizinenywaabani1an

2+mkizin+NI+Dim+1+Pl+Prt+4	gimakizinensnaanibaniin

2+mkizin+NI+Dim+1+Pl+Prt+Loc	gimakizinensnaanibaniing

2+mkizin+NI+Dim+1+Pl+Prt+Pl	gimakizinensnaanibani1an

2+mkizin+NI+Dim+2+Pl+Prt+4	gimakizinenswaabaniin

2+mkizin+NI+Dim+2+Pl+Prt+Loc	gimakizinenswaabaniing

2+mkizin+NI+Dim+2+Pl+Prt+Pl	gimakizinenswaabani1an

3+mkizin+NI+Con+2+Pl+Prt+4	omakizinenywaabaniin

3+mkizin+NI+Con+2+Pl+Prt+Loc	omakizinenywaabaniing

3+mkizin+NI+Con+2+Pl+Prt+Pl	omakizinenywaabani1an

3+mkizin+NI+Con+3+4+Prt+4	omakizinenyniwibaniin
3+mkizin+NI+Con+3+4+Prt+4	omakizinenyniibaniin

3+mkizin+NI+Con+3+4+Prt+Loc	omakizinenyniwibaniing
3+mkizin+NI+Con+3+4+Prt+Loc	omakizinenyniibaniing

3+mkizin+NI+Con+3+4+Prt+Pl	omakizinenyniwibani1an
3+mkizin+NI+Con+3+4+Prt+Pl	omakizinenyniibani1an

3+mkizin+NI+Dim+2+Pl+Prt+4	omakizinenswaabaniin

3+mkizin+NI+Dim+2+Pl+Prt+Loc	omakizinenswaabaniing

3+mkizin+NI+Dim+2+Pl+Prt+Pl	omakizinenswaabani1an

3+mkizin+NI+Dim+3+4+Prt+4	omakizinensniwibaniin
3+mkizin+NI+Dim+3+4+Prt+4	omakizinensniibaniin

3+mkizin+NI+Dim+3+4+Prt+Loc	omakizinensniwibaniing
3+mkizin+NI+Dim+3+4+Prt+Loc	omakizinensniibaniing

3+mkizin+NI+Dim+3+4+Prt+Pl	omakizinensniwibani1an
3+mkizin+NI+Dim+3+4+Prt+Pl	omakizinensniibani1an

1+mkizin+NI+ThmPos+Pej+1+Pl+Prt	nimakizinmishnaaniban
1+mkizin+NI+ThmPos+Pej+1+Pl+Prt	nimakizinmishnaaniba

1+mkizin+NI+ThmPos+Pej+1+Pl+Voc+Pl	nimakizinmishnaany1dig

2+mkizin+NI+ThmPos+Pej+1+Pl+Prt	gimakizinmishnaaniban
2+mkizin+NI+ThmPos+Pej+1+Pl+Prt	gimakizinmishnaaniba

2+mkizin+NI+ThmPos+Pej+1+Pl+Voc+Pl	gimakizinmishnaany1dig

2+mkizin+NI+ThmPos+Pej+2+Pl+Prt	gimakizinmishwaaban
2+mkizin+NI+ThmPos+Pej+2+Pl+Prt	gimakizinmishwaaba

2+mkizin+NI+ThmPos+Pej+2+Pl+Voc+Pl	gimakizinmishwaadig

3+mkizin+NI+ThmPos+Pej+2+Pl+Prt	omakizinmishwaaban
3+mkizin+NI+ThmPos+Pej+2+Pl+Prt	omakizinmishwaaba

3+mkizin+NI+ThmPos+Pej+2+Pl+Voc+Pl	omakizinmishwaadig

3+mkizin+NI+ThmPos+Pej+3+4+Prt	omakizinmishniwiban
3+mkizin+NI+ThmPos+Pej+3+4+Prt	omakizinmishniwiba
3+mkizin+NI+ThmPos+Pej+3+4+Prt	omakizinmishniiban
3+mkizin+NI+ThmPos+Pej+3+4+Prt	omakizinmishniiba

3+mkizin+NI+ThmPos+Pej+3+4+Voc+Pl	omakizinmishniwdig

1+mkizin+NI+ThmPos+Pej+1+Pl+4	nimakizinmishnaanin

1+mkizin+NI+ThmPos+Pej+1+Pl+Loc	nimakizinmishnaaning

1+mkizin+NI+ThmPos+Pej+1+Pl+Pl	nimakizinmishnaany1an

2+mkizin+NI+ThmPos+Pej+1+Pl+4	gimakizinmishnaanin

2+mkizin+NI+ThmPos+Pej+1+Pl+Loc	gimakizinmishnaaning

2+mkizin+NI+ThmPos+Pej+1+Pl+Pl	gimakizinmishnaany1an

2+mkizin+NI+ThmPos+Pej+2+Pl+4	gimakizinmishwaan

2+mkizin+NI+ThmPos+Pej+2+Pl+Loc	gimakizinmishwaang

2+mkizin+NI+ThmPos+Pej+2+Pl+Pl	gimakizinmishwaaan

3+mkizin+NI+ThmPos+Pej+2+Pl+4	omakizinmishwaan

3+mkizin+NI+ThmPos+Pej+2+Pl+Loc	omakizinmishwaang

3+mkizin+NI+ThmPos+Pej+2+Pl+Pl	omakizinmishwaaan

3+mkizin+NI+ThmPos+Pej+3+4+4	omakizinmishniwan

3+mkizin+NI+ThmPos+Pej+3+4+Loc	omakizinmishniing

3+mkizin+NI+ThmPos+Pej+3+4+Pl	omakizinmishniwan

1+mkizin+NI+ThmPos+Pej+Prt+4	nimakizinmishibaniin

1+mkizin+NI+ThmPos+Pej+Prt+Loc	nimakizinmishibaniing

1+mkizin+NI+ThmPos+Pej+Prt+Pl	nimakizinmishibani1an

2+mkizin+NI+ThmPos+Pej+Prt+4	gimakizinmishibaniin

2+mkizin+NI+ThmPos+Pej+Prt+Loc	gimakizinmishibaniing

2+mkizin+NI+ThmPos+Pej+Prt+Pl	gimakizinmishibani1an

3+mkizin+NI+ThmPos+Pej+Prt+4	omakizinmishibaniin

3+mkizin+NI+ThmPos+Pej+Prt+Loc	omakizinmishibaniing

3+mkizin+NI+ThmPos+Pej+Prt+Pl	omakizinmishibani1an

X+mkizin+NI+ThmPos+Pej+Prt+4	imakizinmishibaniin

X+mkizin+NI+ThmPos+Pej+Prt+Loc	imakizinmishibaniing

X+mkizin+NI+ThmPos+Pej+Prt+Pl	imakizinmishibani1an

1+mkizin+NI+ThmPos+1+Pl+Prt+4	nimakizinmnaanibaniin

1+mkizin+NI+ThmPos+1+Pl+Prt+Loc	nimakizinmnaanibaniing

1+mkizin+NI+ThmPos+1+Pl+Prt+Pl	nimakizinmnaanibani1an

2+mkizin+NI+ThmPos+1+Pl+Prt+4	gimakizinmnaanibaniin

2+mkizin+NI+ThmPos+1+Pl+Prt+Loc	gimakizinmnaanibaniing

2+mkizin+NI+ThmPos+1+Pl+Prt+Pl	gimakizinmnaanibani1an

2+mkizin+NI+ThmPos+2+Pl+Prt+4	gimakizinmwaabaniin

2+mkizin+NI+ThmPos+2+Pl+Prt+Loc	gimakizinmwaabaniing

2+mkizin+NI+ThmPos+2+Pl+Prt+Pl	gimakizinmwaabani1an

3+mkizin+NI+ThmPos+2+Pl+Prt+4	omakizinmwaabaniin

3+mkizin+NI+ThmPos+2+Pl+Prt+Loc	omakizinmwaabaniing

3+mkizin+NI+ThmPos+2+Pl+Prt+Pl	omakizinmwaabani1an

3+mkizin+NI+ThmPos+3+4+Prt+4	omakizinmniwibaniin
3+mkizin+NI+ThmPos+3+4+Prt+4	omakizinmniibaniin

3+mkizin+NI+ThmPos+3+4+Prt+Loc	omakizinmniwibaniing
3+mkizin+NI+ThmPos+3+4+Prt+Loc	omakizinmniibaniing

3+mkizin+NI+ThmPos+3+4+Prt+Pl	omakizinmniwibani1an
3+mkizin+NI+ThmPos+3+4+Prt+Pl	omakizinmniibani1an

1+mkizin+NI+Pej+1+Pl+Prt+4	nimakizinshnaanibaniin

1+mkizin+NI+Pej+1+Pl+Prt+Loc	nimakizinshnaanibaniing

1+mkizin+NI+Pej+1+Pl+Prt+Pl	nimakizinshnaanibani1an

2+mkizin+NI+Pej+1+Pl+Prt+4	gimakizinshnaanibaniin

2+mkizin+NI+Pej+1+Pl+Prt+Loc	gimakizinshnaanibaniing

2+mkizin+NI+Pej+1+Pl+Prt+Pl	gimakizinshnaanibani1an

2+mkizin+NI+Pej+2+Pl+Prt+4	gimakizinshwaabaniin

2+mkizin+NI+Pej+2+Pl+Prt+Loc	gimakizinshwaabaniing

2+mkizin+NI+Pej+2+Pl+Prt+Pl	gimakizinshwaabani1an

3+mkizin+NI+Pej+2+Pl+Prt+4	omakizinshwaabaniin

3+mkizin+NI+Pej+2+Pl+Prt+Loc	omakizinshwaabaniing

3+mkizin+NI+Pej+2+Pl+Prt+Pl	omakizinshwaabani1an

3+mkizin+NI+Pej+3+4+Prt+4	omakizinshniwibaniin
3+mkizin+NI+Pej+3+4+Prt+4	omakizinshniibaniin

3+mkizin+NI+Pej+3+4+Prt+Loc	omakizinshniwibaniing
3+mkizin+NI+Pej+3+4+Prt+Loc	omakizinshniibaniing

3+mkizin+NI+Pej+3+4+Prt+Pl	omakizinshniwibani1an
3+mkizin+NI+Pej+3+4+Prt+Pl	omakizinshniibani1an

1+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt	nimakizinenymishnaaniban
1+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt	nimakizinenymishnaaniba

1+mkizin+NI+Con+ThmPos+Pej+1+Pl+Voc+Pl	nimakizinenymishnaany1dig

1+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt	nimakizinensmishnaaniban
1+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt	nimakizinensmishnaaniba

1+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Voc+Pl	nimakizinensmishnaany1dig

2+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt	gimakizinenymishnaaniban
2+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt	gimakizinenymishnaaniba

2+mkizin+NI+Con+ThmPos+Pej+1+Pl+Voc+Pl	gimakizinenymishnaany1dig

2+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt	gimakizinenymishwaaban
2+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt	gimakizinenymishwaaba

2+mkizin+NI+Con+ThmPos+Pej+2+Pl+Voc+Pl	gimakizinenymishwaadig

2+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt	gimakizinensmishnaaniban
2+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt	gimakizinensmishnaaniba

2+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Voc+Pl	gimakizinensmishnaany1dig

2+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt	gimakizinensmishwaaban
2+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt	gimakizinensmishwaaba

2+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Voc+Pl	gimakizinensmishwaadig

3+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt	omakizinenymishwaaban
3+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt	omakizinenymishwaaba

3+mkizin+NI+Con+ThmPos+Pej+2+Pl+Voc+Pl	omakizinenymishwaadig

3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt	omakizinenymishniwiban
3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt	omakizinenymishniwiba
3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt	omakizinenymishniiban
3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt	omakizinenymishniiba

3+mkizin+NI+Con+ThmPos+Pej+3+4+Voc+Pl	omakizinenymishniwdig

3+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt	omakizinensmishwaaban
3+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt	omakizinensmishwaaba

3+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Voc+Pl	omakizinensmishwaadig

3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt	omakizinensmishniwiban
3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt	omakizinensmishniwiba
3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt	omakizinensmishniiban
3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt	omakizinensmishniiba

3+mkizin+NI+Dim+ThmPos+Pej+3+4+Voc+Pl	omakizinensmishniwdig

1+mkizin+NI+Con+ThmPos+Pej+1+Pl+4	nimakizinenymishnaanin

1+mkizin+NI+Con+ThmPos+Pej+1+Pl+Loc	nimakizinenymishnaaning

1+mkizin+NI+Con+ThmPos+Pej+1+Pl+Pl	nimakizinenymishnaany1an

1+mkizin+NI+Dim+ThmPos+Pej+1+Pl+4	nimakizinensmishnaanin

1+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Loc	nimakizinensmishnaaning

1+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Pl	nimakizinensmishnaany1an

2+mkizin+NI+Con+ThmPos+Pej+1+Pl+4	gimakizinenymishnaanin

2+mkizin+NI+Con+ThmPos+Pej+1+Pl+Loc	gimakizinenymishnaaning

2+mkizin+NI+Con+ThmPos+Pej+1+Pl+Pl	gimakizinenymishnaany1an

2+mkizin+NI+Con+ThmPos+Pej+2+Pl+4	gimakizinenymishwaan

2+mkizin+NI+Con+ThmPos+Pej+2+Pl+Loc	gimakizinenymishwaang

2+mkizin+NI+Con+ThmPos+Pej+2+Pl+Pl	gimakizinenymishwaaan

2+mkizin+NI+Dim+ThmPos+Pej+1+Pl+4	gimakizinensmishnaanin

2+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Loc	gimakizinensmishnaaning

2+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Pl	gimakizinensmishnaany1an

2+mkizin+NI+Dim+ThmPos+Pej+2+Pl+4	gimakizinensmishwaan

2+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Loc	gimakizinensmishwaang

2+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Pl	gimakizinensmishwaaan

3+mkizin+NI+Con+ThmPos+Pej+2+Pl+4	omakizinenymishwaan

3+mkizin+NI+Con+ThmPos+Pej+2+Pl+Loc	omakizinenymishwaang

3+mkizin+NI+Con+ThmPos+Pej+2+Pl+Pl	omakizinenymishwaaan

3+mkizin+NI+Con+ThmPos+Pej+3+4+4	omakizinenymishniwan

3+mkizin+NI+Con+ThmPos+Pej+3+4+Loc	omakizinenymishniing

3+mkizin+NI+Con+ThmPos+Pej+3+4+Pl	omakizinenymishniwan

3+mkizin+NI+Dim+ThmPos+Pej+2+Pl+4	omakizinensmishwaan

3+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Loc	omakizinensmishwaang

3+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Pl	omakizinensmishwaaan

3+mkizin+NI+Dim+ThmPos+Pej+3+4+4	omakizinensmishniwan

3+mkizin+NI+Dim+ThmPos+Pej+3+4+Loc	omakizinensmishniing

3+mkizin+NI+Dim+ThmPos+Pej+3+4+Pl	omakizinensmishniwan

1+mkizin+NI+Con+ThmPos+Pej+Prt+4	nimakizinenymishibaniin

1+mkizin+NI+Con+ThmPos+Pej+Prt+Loc	nimakizinenymishibaniing

1+mkizin+NI+Con+ThmPos+Pej+Prt+Pl	nimakizinenymishibani1an

1+mkizin+NI+Dim+ThmPos+Pej+Prt+4	nimakizinensmishibaniin

1+mkizin+NI+Dim+ThmPos+Pej+Prt+Loc	nimakizinensmishibaniing

1+mkizin+NI+Dim+ThmPos+Pej+Prt+Pl	nimakizinensmishibani1an

2+mkizin+NI+Con+ThmPos+Pej+Prt+4	gimakizinenymishibaniin

2+mkizin+NI+Con+ThmPos+Pej+Prt+Loc	gimakizinenymishibaniing

2+mkizin+NI+Con+ThmPos+Pej+Prt+Pl	gimakizinenymishibani1an

2+mkizin+NI+Dim+ThmPos+Pej+Prt+4	gimakizinensmishibaniin

2+mkizin+NI+Dim+ThmPos+Pej+Prt+Loc	gimakizinensmishibaniing

2+mkizin+NI+Dim+ThmPos+Pej+Prt+Pl	gimakizinensmishibani1an

3+mkizin+NI+Con+ThmPos+Pej+Prt+4	omakizinenymishibaniin

3+mkizin+NI+Con+ThmPos+Pej+Prt+Loc	omakizinenymishibaniing

3+mkizin+NI+Con+ThmPos+Pej+Prt+Pl	omakizinenymishibani1an

3+mkizin+NI+Dim+ThmPos+Pej+Prt+4	omakizinensmishibaniin

3+mkizin+NI+Dim+ThmPos+Pej+Prt+Loc	omakizinensmishibaniing

3+mkizin+NI+Dim+ThmPos+Pej+Prt+Pl	omakizinensmishibani1an

X+mkizin+NI+Con+ThmPos+Pej+Prt+4	imakizinenymishibaniin

X+mkizin+NI+Con+ThmPos+Pej+Prt+Loc	imakizinenymishibaniing

X+mkizin+NI+Con+ThmPos+Pej+Prt+Pl	imakizinenymishibani1an

X+mkizin+NI+Dim+ThmPos+Pej+Prt+4	imakizinensmishibaniin

X+mkizin+NI+Dim+ThmPos+Pej+Prt+Loc	imakizinensmishibaniing

X+mkizin+NI+Dim+ThmPos+Pej+Prt+Pl	imakizinensmishibani1an

1+mkizin+NI+Con+ThmPos+1+Pl+Prt+4	nimakizinenymnaanibaniin

1+mkizin+NI+Con+ThmPos+1+Pl+Prt+Loc	nimakizinenymnaanibaniing

1+mkizin+NI+Con+ThmPos+1+Pl+Prt+Pl	nimakizinenymnaanibani1an

1+mkizin+NI+Dim+ThmPos+1+Pl+Prt+4	nimakizinensmnaanibaniin

1+mkizin+NI+Dim+ThmPos+1+Pl+Prt+Loc	nimakizinensmnaanibaniing

1+mkizin+NI+Dim+ThmPos+1+Pl+Prt+Pl	nimakizinensmnaanibani1an

2+mkizin+NI+Con+ThmPos+1+Pl+Prt+4	gimakizinenymnaanibaniin

2+mkizin+NI+Con+ThmPos+1+Pl+Prt+Loc	gimakizinenymnaanibaniing

2+mkizin+NI+Con+ThmPos+1+Pl+Prt+Pl	gimakizinenymnaanibani1an

2+mkizin+NI+Con+ThmPos+2+Pl+Prt+4	gimakizinenymwaabaniin

2+mkizin+NI+Con+ThmPos+2+Pl+Prt+Loc	gimakizinenymwaabaniing

2+mkizin+NI+Con+ThmPos+2+Pl+Prt+Pl	gimakizinenymwaabani1an

2+mkizin+NI+Dim+ThmPos+1+Pl+Prt+4	gimakizinensmnaanibaniin

2+mkizin+NI+Dim+ThmPos+1+Pl+Prt+Loc	gimakizinensmnaanibaniing

2+mkizin+NI+Dim+ThmPos+1+Pl+Prt+Pl	gimakizinensmnaanibani1an

2+mkizin+NI+Dim+ThmPos+2+Pl+Prt+4	gimakizinensmwaabaniin

2+mkizin+NI+Dim+ThmPos+2+Pl+Prt+Loc	gimakizinensmwaabaniing

2+mkizin+NI+Dim+ThmPos+2+Pl+Prt+Pl	gimakizinensmwaabani1an

3+mkizin+NI+Con+ThmPos+2+Pl+Prt+4	omakizinenymwaabaniin

3+mkizin+NI+Con+ThmPos+2+Pl+Prt+Loc	omakizinenymwaabaniing

3+mkizin+NI+Con+ThmPos+2+Pl+Prt+Pl	omakizinenymwaabani1an

3+mkizin+NI+Con+ThmPos+3+4+Prt+4	omakizinenymniwibaniin
3+mkizin+NI+Con+ThmPos+3+4+Prt+4	omakizinenymniibaniin

3+mkizin+NI+Con+ThmPos+3+4+Prt+Loc	omakizinenymniwibaniing
3+mkizin+NI+Con+ThmPos+3+4+Prt+Loc	omakizinenymniibaniing

3+mkizin+NI+Con+ThmPos+3+4+Prt+Pl	omakizinenymniwibani1an
3+mkizin+NI+Con+ThmPos+3+4+Prt+Pl	omakizinenymniibani1an

3+mkizin+NI+Dim+ThmPos+2+Pl+Prt+4	omakizinensmwaabaniin

3+mkizin+NI+Dim+ThmPos+2+Pl+Prt+Loc	omakizinensmwaabaniing

3+mkizin+NI+Dim+ThmPos+2+Pl+Prt+Pl	omakizinensmwaabani1an

3+mkizin+NI+Dim+ThmPos+3+4+Prt+4	omakizinensmniwibaniin
3+mkizin+NI+Dim+ThmPos+3+4+Prt+4	omakizinensmniibaniin

3+mkizin+NI+Dim+ThmPos+3+4+Prt+Loc	omakizinensmniwibaniing
3+mkizin+NI+Dim+ThmPos+3+4+Prt+Loc	omakizinensmniibaniing

3+mkizin+NI+Dim+ThmPos+3+4+Prt+Pl	omakizinensmniwibani1an
3+mkizin+NI+Dim+ThmPos+3+4+Prt+Pl	omakizinensmniibani1an

1+mkizin+NI+Con+Pej+1+Pl+Prt+4	nimakizinenyishnaanibaniin

1+mkizin+NI+Con+Pej+1+Pl+Prt+Loc	nimakizinenyishnaanibaniing

1+mkizin+NI+Con+Pej+1+Pl+Prt+Pl	nimakizinenyishnaanibani1an

1+mkizin+NI+Dim+Pej+1+Pl+Prt+4	nimakizinensishnaanibaniin

1+mkizin+NI+Dim+Pej+1+Pl+Prt+Loc	nimakizinensishnaanibaniing

1+mkizin+NI+Dim+Pej+1+Pl+Prt+Pl	nimakizinensishnaanibani1an

2+mkizin+NI+Con+Pej+1+Pl+Prt+4	gimakizinenyishnaanibaniin

2+mkizin+NI+Con+Pej+1+Pl+Prt+Loc	gimakizinenyishnaanibaniing

2+mkizin+NI+Con+Pej+1+Pl+Prt+Pl	gimakizinenyishnaanibani1an

2+mkizin+NI+Con+Pej+2+Pl+Prt+4	gimakizinenyishwaabaniin

2+mkizin+NI+Con+Pej+2+Pl+Prt+Loc	gimakizinenyishwaabaniing

2+mkizin+NI+Con+Pej+2+Pl+Prt+Pl	gimakizinenyishwaabani1an

2+mkizin+NI+Dim+Pej+1+Pl+Prt+4	gimakizinensishnaanibaniin

2+mkizin+NI+Dim+Pej+1+Pl+Prt+Loc	gimakizinensishnaanibaniing

2+mkizin+NI+Dim+Pej+1+Pl+Prt+Pl	gimakizinensishnaanibani1an

2+mkizin+NI+Dim+Pej+2+Pl+Prt+4	gimakizinensishwaabaniin

2+mkizin+NI+Dim+Pej+2+Pl+Prt+Loc	gimakizinensishwaabaniing

2+mkizin+NI+Dim+Pej+2+Pl+Prt+Pl	gimakizinensishwaabani1an

3+mkizin+NI+Con+Pej+2+Pl+Prt+4	omakizinenyishwaabaniin

3+mkizin+NI+Con+Pej+2+Pl+Prt+Loc	omakizinenyishwaabaniing

3+mkizin+NI+Con+Pej+2+Pl+Prt+Pl	omakizinenyishwaabani1an

3+mkizin+NI+Con+Pej+3+4+Prt+4	omakizinenyishniwibaniin
3+mkizin+NI+Con+Pej+3+4+Prt+4	omakizinenyishniibaniin

3+mkizin+NI+Con+Pej+3+4+Prt+Loc	omakizinenyishniwibaniing
3+mkizin+NI+Con+Pej+3+4+Prt+Loc	omakizinenyishniibaniing

3+mkizin+NI+Con+Pej+3+4+Prt+Pl	omakizinenyishniwibani1an
3+mkizin+NI+Con+Pej+3+4+Prt+Pl	omakizinenyishniibani1an

3+mkizin+NI+Dim+Pej+2+Pl+Prt+4	omakizinensishwaabaniin

3+mkizin+NI+Dim+Pej+2+Pl+Prt+Loc	omakizinensishwaabaniing

3+mkizin+NI+Dim+Pej+2+Pl+Prt+Pl	omakizinensishwaabani1an

3+mkizin+NI+Dim+Pej+3+4+Prt+4	omakizinensishniwibaniin
3+mkizin+NI+Dim+Pej+3+4+Prt+4	omakizinensishniibaniin

3+mkizin+NI+Dim+Pej+3+4+Prt+Loc	omakizinensishniwibaniing
3+mkizin+NI+Dim+Pej+3+4+Prt+Loc	omakizinensishniibaniing

3+mkizin+NI+Dim+Pej+3+4+Prt+Pl	omakizinensishniwibani1an
3+mkizin+NI+Dim+Pej+3+4+Prt+Pl	omakizinensishniibani1an

1+mkizin+NI+ThmPos+Pej+1+Pl+Prt+4	nimakizinmishnaanibaniin

1+mkizin+NI+ThmPos+Pej+1+Pl+Prt+Loc	nimakizinmishnaanibaniing

1+mkizin+NI+ThmPos+Pej+1+Pl+Prt+Pl	nimakizinmishnaanibani1an

2+mkizin+NI+ThmPos+Pej+1+Pl+Prt+4	gimakizinmishnaanibaniin

2+mkizin+NI+ThmPos+Pej+1+Pl+Prt+Loc	gimakizinmishnaanibaniing

2+mkizin+NI+ThmPos+Pej+1+Pl+Prt+Pl	gimakizinmishnaanibani1an

2+mkizin+NI+ThmPos+Pej+2+Pl+Prt+4	gimakizinmishwaabaniin

2+mkizin+NI+ThmPos+Pej+2+Pl+Prt+Loc	gimakizinmishwaabaniing

2+mkizin+NI+ThmPos+Pej+2+Pl+Prt+Pl	gimakizinmishwaabani1an

